Kingdom	Phylum	Order	Class	Family	Genus	Species	Strain
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_sp._oral_taxon_279	Porphyromonas_sp._oral_taxon_279_str._F0450
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_sp._oral_taxon_279	Porphyromonas_sp._oral_taxon_279_str._F0450
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Shuttleworthia	Shuttleworthia_satelles	Shuttleworthia_satelles_DSM_14600
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	Oribacterium_sp._oral_taxon_108	Oribacterium_sp._oral_taxon_108_str._F0425
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium_moorei	Solobacterium_moorei_F0204
Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_bacterium_oral_taxon_082	Lachnospiraceae_bacterium_oral_taxon_082_str._F0431	Lachnospiraceae_bacterium_oral_taxon_082_str._F0431
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter	Mucilaginibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_arthrosphaerae	Chryseobacterium_arthrosphaerae
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales	Bacteroidales	Bacteroidales	Bacteroidales
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_concisus	Campylobacter_concisus_13826
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	[Eubacterium]_sulci	Eubacterium_sulci_ATCC_35585	Eubacterium_sulci_ATCC_35585
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_granulosa	Capnocytophaga_granulosa_ATCC_51502
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_animalis	Neisseria_animalis
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_sp._oral_taxon_136	Selenomonas_sp._oral_taxon_136
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	Oribacterium_sinus	Oribacterium_sinus_F0268
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_denticola	Treponema_denticola_SP32
Bacteria	Firmicutes	Bacilli	Bacillales	Gemella	Gemella_haemolysans	Gemella_haemolysans_M341	Gemella_haemolysans_M341
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_sp._oral_taxon_180	Actinomyces_sp._oral_taxon_180_str._F0310
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_maculosa	Prevotella_maculosa_OT_289
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_dentocariosa	Rothia_dentocariosa
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_denticola	Treponema_denticola_SP32
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium_hominis	Cardiobacterium_hominis
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catonella	Catonella_morbi	Catonella_morbi_ATCC_51271
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_buccalis	Leptotrichia_buccalis_C-1013-b
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	Fretibacterium_fastidiosum	Fretibacterium_fastidiosum
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_concisus	Campylobacter_concisus
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia_extructa	Bulleidia_extructa_W1219
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_sp._oral_taxon_306	Prevotella_sp._oral_taxon_306_str._F0472
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_medium	Treponema_medium
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas_sp._oral_taxon_393	Parvimonas_sp._oral_taxon_393_str._F0440
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_417	Leptotrichia_sp._oral_taxon_417
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_oralis	Streptococcus_oralis
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_intermedia	Prevotella_intermedia
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_oralis	Streptococcus_oralis
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_durum	Corynebacterium_durum_F0235
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_oralis	Streptococcus_oralis
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_sputigena	Selenomonas_sputigena_ATCC_35185
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mitis	Streptococcus_mitis_18/56
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_concisus	Campylobacter_concisus
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella_denitrificans	Kingella_denitrificans
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_adiacens	Granulicatella_adiacens_ATCC_49175
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella_parvula	Atopobium_parvulum_DNF00906
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_melaninogenica	Prevotella_melaninogenica
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_influenzae	Haemophilus_influenzae
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis	Streptococcus_sanguinis_SK330
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Stomatobaculum	Stomatobaculum_longum	Stomatobaculum_longum
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_melaninogenica	Prevotella_melaninogenica
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mitis	Streptococcus_mitis
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_sp._OMZ_804	Treponema_sp._OMZ_804
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catonella	Catonella_morbi	Catonella_morbi_ATCC_51271
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_sp._FDAARGOS_1104	Chryseobacterium_sp._FDAARGOS_1104
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus	Streptococcus
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister_invisus	Dialister_invisus_DSM_15470
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parasanguinis	Streptococcus_parasanguinis_SK236
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_oulorum	Prevotella_oulorum_F0390
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_gracilis	Campylobacter_gracilis
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_granulosa	Capnocytophaga_granulosa_ATCC_51502
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_concisus	Campylobacter_concisus_13826
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium_moorei	Solobacterium_moorei_DSM_22971
Bacteria	Candidatus_Absconditabacteria	candidate_division_SR1_bacterium_MGEHA	candidate_division_SR1_bacterium_MGEHA	candidate_division_SR1_bacterium_MGEHA	candidate_division_SR1_bacterium_MGEHA	candidate_division_SR1_bacterium_MGEHA	candidate_division_SR1_bacterium_MGEHA
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_sp._oral_taxon_180	Actinomyces_sp._oral_taxon_180_str._F0310
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_hofstadii	Leptotrichia_hofstadii_DSM_21651
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_melaninogenica	Prevotella_melaninogenica
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_buccalis	Leptotrichia_buccalis_C-1013-b
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_sp._oral_taxon_136	Selenomonas_sp._oral_taxon_136
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_infelix	Selenomonas_infelix_ATCC_43532
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catonella	Catonella_morbi	Catonella_morbi_ATCC_51271
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_gracilis	Campylobacter_gracilis
Bacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema	Treponema
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catonella	Catonella_morbi	Catonella_morbi_ATCC_51271
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_sp._oral_taxon_275	Porphyromonas_sp._oral_taxon_275
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_granulosa	Capnocytophaga_granulosa_ATCC_51502
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_cellulosilyticus	Bacteroides_cellulosilyticus
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_sp._oral_taxon_126	Selenomonas_sp._oral_taxon_126
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	[Eubacterium]_infirmum	Eubacterium_infirmum_F0142	Eubacterium_infirmum_F0142
Bacteria	Firmicutes	Bacilli	Bacillales	Gemella	Gemella_haemolysans	Gemella_haemolysans_M341	Gemella_haemolysans_M341
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_sp._oral_taxon_370	Fusobacterium_sp._oral_taxon_370_str._F0437
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_sp._FDAARGOS_737	Capnocytophaga_sp._FDAARGOS_737
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	Abiotrophia_defectiva	Abiotrophia_defectiva
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella_sp._oral_taxon_HOT-286	Tannerella_sp._oral_taxon_BU063_isolate_Cell_2
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas_sp._oral_taxon_393	Parvimonas_sp._oral_taxon_393_str._F0440
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_gracilis	Campylobacter_gracilis
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	[Eubacterium]_saphenum	Eubacterium_saphenum_ATCC_49989	Eubacterium_saphenum_ATCC_49989
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_meningitidis	Neisseria_meningitidis
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_medium	Treponema_medium
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella_atypica	Veillonella_atypica_ACS-049-V-Sch6
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	[Eubacterium]_minutum	Eubacterium_minutum_ATCC_700079	Eubacterium_minutum_ATCC_700079
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_sp._oral_taxon_299	Prevotella_sp._oral_taxon_299_str._F0039
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_sputigena	Selenomonas_sputigena_ATCC_35185
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis	Streptococcus_sanguinis_SK355
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_sp._oral_taxon_279	Porphyromonas_sp._oral_taxon_279_str._F0450
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_fairfieldensis	Desulfovibrio_fairfieldensis
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_mucosa	Neisseria_mucosa
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_socranskii	Treponema_socranskii_subsp._socranskii_VPI_DR56BR1116_=_ATCC_35536
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Stomatobaculum	Stomatobaculum_longum	Stomatobaculum_longum
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_salivae	Prevotella_salivae_DSM_15606
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_melaninogenica	Prevotella_melaninogenica
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella_rava	Alloprevotella_rava_F0323
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_granulosa	Capnocytophaga_granulosa_ATCC_51502
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_vincentii	Treponema_vincentii_ATCC_35580
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catonella	Catonella_morbi	Catonella_morbi_ATCC_51271
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Stomatobaculum	Stomatobaculum_longum	Stomatobaculum_longum
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Prevotella_sp._oral_taxon_473	Prevotella_sp._oral_taxon_473_str._F0040
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_elegans	Granulicatella_elegans_ATCC_700633
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcaceae	Streptococcaceae	Streptococcaceae
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor_plautii	Flavonifractor_plautii
Bacteria	Candidatus_Saccharibacteria	TM7_phylum_sp._oral_taxon_952	TM7_phylum_sp._oral_taxon_952	TM7_phylum_sp._oral_taxon_952	TM7_phylum_sp._oral_taxon_952	TM7_phylum_sp._oral_taxon_952	TM7_phylum_sp._oral_taxon_952
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_212	Leptotrichia_sp._oral_taxon_212
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_catoniae	Porphyromonas_catoniae_F0037
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_sp._oral_taxon_920	Selenomonas_sp._oral_taxon_920
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella_rimae	Atopobium_rimae_ATCC_49626
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_showae	Campylobacter_showae
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella_burgdorferi	Borreliella_burgdorferi
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	Paucilactobacillus_hokkaidonensis	Lactobacillus_hokkaidonensis_JCM_18461
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_sp._OMZ_804	Treponema_sp._OMZ_804
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_showae	Campylobacter_showae
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_sputigena	Capnocytophaga_sputigena
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella_sp._oral_taxon_HOT-286	Tannerella_sp._oral_taxon_BU063_isolate_Cell_2
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium_moorei	Solobacterium_moorei_DSM_22971
Bacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_221	Leptotrichia_sp._oral_taxon_221
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catonella	Catonella_morbi	Catonella_morbi_ATCC_51271
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella	Veillonella
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia_odontolytica	Schaalia_odontolytica_F0309
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_sp._oral_taxon_920	Selenomonas_sp._oral_taxon_920
Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_bacterium_oral_taxon_488	Candidatus_Saccharibacteria_bacterium_oral_taxon_488	Candidatus_Saccharibacteria_bacterium_oral_taxon_488	Candidatus_Saccharibacteria_bacterium_oral_taxon_488	Candidatus_Saccharibacteria_bacterium_oral_taxon_488	Candidatus_Saccharibacteria_bacterium_oral_taxon_488
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_granulosa	Capnocytophaga_granulosa_ATCC_51502
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_bacterium_oral_taxon_082	Lachnospiraceae_bacterium_oral_taxon_082_str._F0431	Lachnospiraceae_bacterium_oral_taxon_082_str._F0431
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_rectus	Campylobacter_rectus
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_sp._oral_taxon_892	Selenomonas_sp._oral_taxon_892_str._F0426
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_melaninogenica	Prevotella_melaninogenica
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_adiacens	Granulicatella_adiacens_ATCC_49175
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces	Actinomyces
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_sp._oral_taxon_332	Capnocytophaga_sp._oral_taxon_332_str._F0381
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_sp._oral_taxon_278	Porphyromonas_sp._oral_taxon_278_str._W7784
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_gracilis	Campylobacter_gracilis
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_melaninogenica	Prevotella_melaninogenica
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_canifelinum	Fusobacterium_canifelinum
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	Oribacterium_sinus	Oribacterium_sinus_F0268
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_adiacens	Granulicatella_adiacens_ATCC_49175
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_sp._oral_taxon_275	Porphyromonas_sp._oral_taxon_275
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_concisus	Campylobacter_concisus_13826
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella_parvula	Atopobium_parvulum_DNF00906
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_sp._oral_taxon_275	Porphyromonas_sp._oral_taxon_275
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_sp._oral_taxon_138	Selenomonas_sp._oral_taxon_138_str._F0429
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_bivia	Prevotella_bivia
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium_acidifaciens	Propionibacterium_acidifaciens_F0233
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis	Streptococcus_sanguinis_SK150
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_sp._oral_taxon_172	Actinomyces_sp._oral_taxon_172_str._F0311
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_influenzae	Haemophilus_influenzae
Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_bacterium_oral_taxon_488	Candidatus_Saccharibacteria_bacterium_oral_taxon_488	Candidatus_Saccharibacteria_bacterium_oral_taxon_488	Candidatus_Saccharibacteria_bacterium_oral_taxon_488	Candidatus_Saccharibacteria_bacterium_oral_taxon_488	Candidatus_Saccharibacteria_bacterium_oral_taxon_488
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catonella	Catonella_morbi	Catonella_morbi_ATCC_51271
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_infelix	Selenomonas_infelix_ATCC_43532
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_melaninogenica	Prevotella_melaninogenica
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mitis	Streptococcus_mitis
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia_cardiffensis	Schaalia_cardiffensis_F0333
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._oral_taxon_058	Streptococcus_sp._oral_taxon_058_str._F0407
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	unclassified_Selenomonas	unclassified_Selenomonas
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_sp._oral_taxon_275	Porphyromonas_sp._oral_taxon_275
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_sp._FDAARGOS_737	Capnocytophaga_sp._FDAARGOS_737
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_pleuritidis	Prevotella_pleuritidis_F0068
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_maltophilum	Treponema_maltophilum_ATCC_51939
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_sp._oral_taxon_848	Actinomyces_sp._oral_taxon_848_str._F0332
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_sp._oral_taxon_863	Capnocytophaga_sp._oral_taxon_863_str._F0517
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella_sp._oral_taxon_HOT-286	Tannerella_sp._oral_taxon_BU063_isolate_Cell_5
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus	Haemophilus
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter_sp._MWH-CaK5	Polynucleobacter_sp._MWH-CaK5
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_sp._THE68	Burkholderia_sp._THE68
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_sp._oral_taxon_275	Porphyromonas_sp._oral_taxon_275
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas_sp._oral_taxon_393	Parvimonas_sp._oral_taxon_393_str._F0440
